0,56,51,41314,28096,30696,19949,5656,8028
0,38,61,71947,58780,46404,20454,13196,6760
0,61,69,44968,20798,19512,4437,3592,5892
0,84,61,116586,16148,2765,2698,6680,2593
0,91,56,6988,23388,21946,9175,9301,11180
0,74,48,102968,29078,9991,10756,5616,4308
0,74,64,950435,24765,11498,21266,2974,16366
0,74,64,950435,24765,11498,21266,2974,16366
0,47,50,253950,44570,9581,3891,10701,6084
0,64,40,337130,45776,8344,10997,5128,3513
0,24,37,655069,39601,25815,6396,7095,4026
0,27,30,455310,70665,5235,7044,3663,9216
0,1,17,44638,127813,8856,17519,10137,9920
0,1,21,2359779,241810,54229,69202,32003,12877
0,1,3,105293,188202,10113,17511,9893,6122
0,1,14,1259257,76414,12195,23145,16507,6189
0,1,23,2075379,431681,87109,76100,13477,16717
0,7,27,157130,24545,18616,8505,4824,6391
0,37,47,343043,68707,29852,33937,16080,22518
0,41,51,1562963,60823,17765,43417,42634,8432
0,51,61,307928,103088,77579,15865,10078,9620
0,43,60,1972962,227850,88373,89263,23622,31490
0,14,48,77911,12504,664,2840,488,463
0,8,40,142106,60099,11588,5321,8436,3798
0,1,26,79853,22742,5394,1249,837,865
0,1,7,31845,75538,6464,2908,4658,6244
0,20,17,115325,19550,11374,6544,5475,4268
0,35,24,16499,32569,16210,4344,10109,5827
0,54,53,86412,13972,67499,14625,2961,8210
0,38,75,137947,63197,36324,23502,8687,2833
0,30,66,672708,394673,127736,24498,34395,42118
0,29,60,1053127,567605,141961,44481,86991,63420
0,21,30,499685,179170,44794,18274,26061,13626
0,47,27,152621,11772,9840,952,3696,2370
0,64,38,65321,15705,12230,16009,9077,9400
0,66,48,32826,55330,42867,13127,19338,10360
0,60,54,317599,124534,21136,53924,16139,7244
0,48,57,73447,20587,17135,4874,2325,2176
0,34,41,85204,20342,3315,1245,1626,2190
0,34,38,441575,80355,23509,52906,81325,14944
0,38,40,211282,104310,40290,45804,18624,9989
0,38,40,211282,104310,40290,45804,18624,9989
0,54,24,105492,181553,17443,16989,14640,18367
0,61,14,579859,104555,3991,22268,15966,18289
0,90,8,56441,5139,6953,2414,18804,4837
0,93,23,14585,10421,26576,3967,11125,8420
0,97,34,357180,36773,17731,3067,6327,6147
0,100,34,1580823,335412,31117,50423,37626,66886
0,69,30,2008178,565255,92295,74956,37491,30284
0,40,35,877590,107892,90986,109114,27472,9837
0,44,35,996619,61514,16165,23605,20931,14811
0,20,27,1726234,368998,32866,7235,32229,14779
0,34,26,11950,58757,8648,8275,12454,7643
0,57,3,57270,19201,414,4658,4307,3464
0,44,1,574754,202500,40726,34347,5520,18028
0,60,21,180943,32838,2314,24315,9399,5677
0,75,23,39383,54805,6361,15017,15496,18783
0,70,26,249565,77453,24762,11252,44794,13490
0,67,37,109070,248428,106504,123755,23323,22774
0,44,43,374174,40833,47399,3540,5830,1541
0,38,60,29163,11532,20033,6531,5199,6941
0,35,64,255817,39939,15499,1050,5326,4609